OBJECTID,Man_Made_Object,Notes,GlobalID,EditDate,Shape__Length
260,Trail Mulch/Stone,Gin branch creek,77297446-f02b-41f0-a6a0-2a7dcdf937d5,2019-05-20T19:07:35.680Z,902.497834336316
261,Trail Singletrack,Kayak trail,97eb95e2-afee-45ff-8d3d-7cd10a9cba98,2019-05-22T16:42:39.065Z,8175.52429998783
262,Bridge, ,736b0eb8-5c40-4627-8b0d-d8d502c5d3a9,,92.9169788700706
263,Bridge, ,c900142b-1084-42b8-a0e4-fc2a88d6e5c3,,142.250193579762
264,Gate,Highway 70 Entrance Gate,41c56865-1d4e-4b5d-a0de-115df94e2bfd,,28.3872948997838
265,Gate,Graylyn Rd Gate,9f86a262-1a7d-4674-969c-75aa91652b3b,,34.3289498429304
266,Gate,Sendero Gate,29d509e3-fa0a-4b1a-958d-e091b71a0a9d,,30.6309569304843
267,Gate,Trenton Rd Gate,adff3dd4-d751-4cc6-b9cf-3a930b749aa4,,27.8279381315262
268,Gate,Harrison Ave Gate,7c3b4aa2-6a8d-4dff-bb7c-89d60ac11f91,,35.8183458062218
269,Gate,Old Reedy Creek Rd Gate,c98b1690-afae-4182-8824-adf60862b8ab,,16.2679968571449
270,Gate,Ebenezer Ch Rd Brdg Gate,99b88307-b3c3-47f6-b00e-bef1f3963169,,15.01911661145
271,Gate,Midgate,560bf1cc-21d3-4204-bfc2-10c5a9b3e485,,35.251939636432
272,Bridge, ,a01a66df-4556-4932-a545-02f165d9c160,,209.22229516055
273,Road - Paved, ,ff8a9140-34c6-4503-bd40-b6835a762dbd,,1145.97037041189
274,Road - Paved, ,0ea61094-7cd2-41e6-bd77-d2f92529aa12,,107.447108721076
275,Road - Paved, ,28a9d22b-fcc1-4ce3-b8e4-a41d13d8d86b,,1933.23042919687
276,Road - Paved, ,390c2b51-d184-425f-83fa-63902b95e6b3,,1027.21343214769
277,Road - Paved, ,d48e7c9c-dded-499a-a232-a61cd84894d1,,863.184183329988
278,Road - Paved, ,54ac52b0-b578-4805-b3bc-31c02111c622,,3531.57482384981
279,Road - Paved, ,e56904ad-1234-4d2e-8147-f1806a3799d6,,604.542659041222
