OBJECTID,Man_Made_Object,Notes,GlobalID,EditDate,Shape__Area,Shape__Length
296,Toilet Building,Hills Unit Toilet,99b02933-db8d-4c9a-980e-593a9fd84d45,,184.873168945313,54.6464572806503
297,Toilet Building,Crabtree Canteen,1b9e5ec1-e1d2-44f8-b806-8ff34755c6e8,,439.065185546875,84.1656474743973
298,Toilet Building,Oaks Unit Toilet,ae9b68be-1564-4621-bcf4-432db2b365bf,,184.86669921875,54.6454956095586
299,Dining Hall,Lapihio Dining Hall,ba6821c8-e76f-4621-af79-6342522a5b1a,,3599.96752929688,326.431600549323
300,Cabin - Group,Lapihio Staff Quarters,e325f21b-22b9-4566-819a-b9e096fcc250,,1469.65466308594,192.32337549844
301,Picnic Shelter,Reedy Creek Picnic Shelter 2,7dfc3ae5-aee8-4139-ad9d-b587515c2f64,,1319.1904296875,148.230095090033
302,Toilet Building - Flush,Whispering Pines A Washhouse,52a8d179-461b-460e-bed4-4656f3e39f61,,1677.62658691406,163.946023665983
303,Picnic Shelter,Newer Picnic Shelter,ceb6f479-1cf4-4e79-9d2d-4cbeb3619ea1,,1210.01062011719,142.794735578512
304,Showerhouse,Camping Area Washhouse,f34dac4f-fb9b-493d-b9a3-0baf5efbebe8,,1104.94445800781,145.997965182539
305,Cabin - Group,Sycamore Crafts House,40e308d4-c26f-495e-a442-eae6c103125f,,1261.29138183594,145.701870394969
306,Toilet Building,Crabtree Picnic Area Toilet,88a79317-fae4-4b15-97fa-a5559725434a,,1048.04907226563,132.856033474207
307,Classroom,Classroom,42bb0f76-5066-4adc-8bf2-63a8f47ad3c9,,33.456787109375,23.1882738173008
308,Auditorium,Auditorium,19ee9433-5060-4360-bced-67904acb6442,,43.01806640625,26.2807873189449
309,Museum/Exhibit Hall,Museum/Exhibit Hall,3876c7d2-402f-4036-96d9-8265df382b62,,40.6259765625,25.5071668028831
310,Restroom,Restroom,2b68a100-1d25-4288-ae62-223b1ccb4f16,,40.62646484375,25.5071668624878
311,Water Point,Drinking Fountain,dbfbb6fb-05a7-4609-b0ae-dae124d22e27,,4.475830078125,8.46520614624023
312,Water Point,Drinking Fountain,12c17029-0d6f-4c79-897d-9be8b8626d94,,8.02490234375,11.5911841392517
313,Water Point,Drinking Fountain,fd2dc6cb-4fcd-45eb-b658-2e9803744ab3,,29.33251953125,21.690901517868
314,Water Point,Drinking Fountain,1962ac3c-c531-4452-a474-99b898c92d45,,16.457763671875,16.2302825152874
315,Water Point,Drinking Fountain,3bf8daaa-9df1-42a8-bc63-e9e54b974668,,26.759765625,20.8332916498184
316,Water Point,Drinking Fountain,d511a982-69d6-4bd6-b7aa-bbc205c435f8,,12.652587890625,14.2283180058002
317,Amphitheater,Reedy Creek Ampitheater,94836df4-5eb5-46f8-8e65-139b7b1469d4,,1595.87963867188,147.268266373806
318,Water Point,Drinking Fountain,3cbcb64a-0cc2-4164-a41b-237e388726f1,,42.565185546875,26.3030970096588
319,Water Point,Drinking Fountain,2fad7999-117b-4652-858b-355f40374c29,,65.152099609375,32.3234261572361
320,Water Point,Drinking Fountain,a19cd660-7e95-405e-a9b4-9ea2d5386921,,42.4052734375,26.0839373469353
321,Amphitheater,Whispering Pines Amphitheater,41c4de14-ca4b-41ed-8c4f-4088801e2308,,1333.83459472656,147.605973949277
322,Parking Area - Public,Parking Area - Public,a78e861a-c6e2-4dbf-a89d-73aa8286a04a,,549.04541015625,97.3169006527313
323,Parking Area - Public,Parking Area - Public,8f047778-6df6-46b1-a77c-4457abb98ee5,,371.89013671875,78.0527264143307
324,Amphitheater,Crabtree Creek Amphitheater,1d0402d5-05ea-4999-9f81-406a94d64e98,,1580.63879394531,146.65332902317
325,Cabin - Group,Sycamore Cabin Central Cabin C6,8fd27207-9f49-4019-9a83-88efd2f0cb87,,254.601806640625,65.170792812981
326,Cabin - Group,Sycamore Cabin Central Cabin C3,4cd023f7-1f3e-457d-852f-20f020e06e11,,254.597290039063,65.1702471474612
327,Cabin - Group,Sycamore Cabin Central Cabin C4,b32651ad-03ac-4bf1-9f59-84a8aa6b2e36,,254.598999023438,65.1705229275255
328,Cabin - Group,Camp Sycamore Central Cabin K1,04c0433c-5720-4ac8-8e10-b6ae38d767a8,,217.017456054688,59.120421206231
329,Toilet Building,Sycamore Central Unit Latrine,78351fd8-ecc8-48ba-8503-dd0387aec3af,,189.901489257813,57.9858679974376
330,Cabin - Group,Camp Sycamore Central Cabin K2,6a5fda45-7ac7-4705-bbe5-3836aba498ff,,217.017822265625,59.1204974355584
331,Cabin - Group,Camp Sycamore Central Cabin C1,aa09c099-0ce4-4e39-aa5f-daa11fb64a34,,254.598266601563,65.1703175886088
332,Cabin - Group,Sycamore Cabin Central Cabin C2,4721ffaf-f0b2-4027-adc0-99662e6e6f2b,,254.597778320313,65.1703003923755
333,Cabin - Group,Sycamore Cabin Central Cabin C5,42ccdba4-072d-4adc-9e94-2cd2f33c60a0,,254.598388671875,65.1704332870328
334,Parking Area - Public,Parking Area - Public,8b6e515e-1107-43ea-a5bc-f354df4cfd25,,2195.1162109375,193.078808637804
335,Cabin - Group,Camp Sycamore West Cabin C6,fe34c24d-e562-43c3-b225-6da11c168aee,,266.215942382813,66.3647228440887
336,Toilet Building,Camp Sycamore West Unit Latrine,57946797-ddf2-41b4-9423-b39ab1af6b97,,189.89794921875,57.9854893276405
337,Cabin - Group,Camp Sycamore West Cabin K2,e5c8f049-2c32-47f4-b17e-7126b69839f6,,217.286376953125,59.1600163074981
338,Cabin - Group,Camp Sycamore West Cabin C5,6fdd455e-1e2a-4e68-90db-ad0c2ef307a5,,266.216552734375,66.364825012388
339,Cabin - Group,Camp Sycamore West Cabin C4,b3221eed-9db2-4372-9fd7-f62924040526,,266.214233398438,66.3645056268618
340,Cabin - Group,Camp Sycamore West Cabin C1,6ba051c5-823d-485b-bd4b-11787f259634,,266.216064453125,66.3646783538126
341,Cabin - Group,Camp Sycamore West Cabin C2,dda87e3e-cf99-4342-8b7c-80c0083a4de0,,266.21484375,66.3645474739957
342,Cabin - Group,Camp Sycamore Lodge,96c59752-d202-4a80-9de3-bf5a24530b0f,,583.767578125,113.123133331537
343,Toilet Building,East Unit Latrine,fce0e235-756e-4e66-8b2f-8c18f7261930,,189.897338867188,57.9855773969658
344,Cabin - Group,Camp Sycamore East Cabin C5,4ccea63c-ac5a-48de-a383-1dc171f9dcfb,,254.599731445313,65.170649432806
345,Cabin - Group,Camp Sycamore East Cabin C3,45c6ce91-027f-4f3f-a2aa-bafbe0e27203,,254.596069335938,65.1701385773004
346,Cabin - Group,Camp Sycamore East Cabin C4,a181ae08-9532-452b-8859-c819e9870549,,254.598754882813,65.1704015331929
347,Cabin - Group,Camp Sycamore East Cabin C6,1758e5b7-5119-49cd-a76f-57023382afb3,,254.60205078125,65.1707149947775
348,Cabin - Group,Camp Sycamore East Cabin K2,e4ef4383-e7a1-433c-93d0-6b24c277e1d0,,217.019287109375,59.1206171299792
349,Cabin - Group,Camp Sycamore East Cabin C1,f7fb4f06-7ace-43a2-abef-08e6106bc954,,254.601684570313,65.1708001722346
350,Cabin - Group,Camp Sycamore West Cabin K1,5fc38ab2-febf-4bad-8972-b5e4c2369027,,217.288208007813,59.1602632250882
351,Cabin - Group,Camp Sycamore West Cabin C3,1159c749-35bc-4f92-8cd7-ef55144cab7c,,266.217529296875,66.3648913953105
352,Cabin - Group,Cooks Cabin - Sycamore,984a9d24-0d0a-4fe2-a829-af8386050c20,,1171.18920898438,141.65391446059
353,Cabin - Group,Sycamore Staff Quarters,2620dc50-8aa4-4e78-8b5c-1174206f7ad6,,1005.12170410156,155.773978643172
354,Cabin - Group,Camp Sycamore Canteen,fb159cec-96c2-49a9-805a-6ed8f76d87ba,,190.296630859375,55.2529401884105
355,Parking Area - Public,Parking Area - Public,053d9081-aa4a-4a4b-8f56-1562140824dd,,62251.9072265625,1328.3093415285
356,Cabin - Group,Camp Sycamore East Cabin C2,9030bbd8-6d43-4ded-b0e1-08a466c6ea99,,254.600708007813,65.1706596392366
357,Cabin - Group,Camp Sycamore East Cabin K1,e4339329-6c6d-40a5-9c79-a1e27efc40b0,,217.017456054688,59.1204056312522
358,Parking Area - Public,Parking Area - Public,ad05fd26-f699-4f2d-9d3e-c76dbb492ff8,,465.51220703125,97.4285508304599
359,Campground,Tent and Trailer Camp,e3335c97-11bb-49a3-92a2-b2c30795755d,,343174.364379883,2422.76051802775
360,Group Campsite - Walk In,Group Campsite - Walk In,d4b5af71-acc1-406c-b746-242e08e0403b,,192.560913085938,51.9199047326657
361,Group Camp - Drive To,Camp Crabtree,cb376666-9deb-4cd9-8fe1-dcd7169c129f,,698288.725097656,3371.38392038628
362,Group Camp - Drive To,Camp Lapihio,1ba62e7e-2766-483a-83b9-adb4eef5c45a,,1605831.05310059,4702.83753590924
363,Group Camp - Drive To,Group Camp - Drive To,628fac12-d4c4-4b1a-9559-e381bdba0353,,646828.786132813,3949.28833800092
364,Group Campsite - Drive To,Whispering Pines A-unit,bca55a5f-94a4-4cf7-870c-4657b21a50e3,,172942.292358398,1565.32696054916
365,Campground,Camp Sycamore,b2b95f53-25f6-4a6e-af0f-268dbef9c026,,806401.356079102,4523.74206107883
366,Group Campsite - Drive To,Crabtree Group Site B,0181054d-4fed-46cf-9c14-4b5bbd964b54,,122154.122192383,1274.96027357065
367,Group Campsite - Drive To,Crabtree Group Site A,e7f7e164-b24c-462b-89ec-1101825dea6f,,190011.313842773,1653.697365803
368,Group Campsite - Drive To,Oaks Unit,12882621-3993-4b6f-ba70-9b025602f3e6,,117792.691650391,1277.60785290652
369,Group Campsite - Drive To,Hills Unit,c4d039ff-3e4d-4a73-8fa0-3601c2e01b3b,,110772.127685547,1214.44799580239
370,Group Campsite - Drive To,Lakes Unit,9c3daa2e-4318-4f2e-81f9-ae66b5786cc9,,164996.903320313,1551.37276242289
371,Group Campsite - Drive To,Pines Unit,5209a532-b123-4e3d-9bd3-d47598c8fd51,,83740.2103271484,1088.34606561667
372,Group Campsite - Drive To,Sycamore Central,599f5464-eb19-4640-ab3f-e352131b8ca9,,93067.1325683594,1140.4109677182
373,Group Campsite - Drive To,Whispering Pines B-unit,10059352-7e97-488d-8fa3-58b83e723b46,,76421.0959472656,1048.13350914814
374,Group Campsite - Drive To,Sycamore East,825aaf54-1a37-499b-b5d1-3bf10bd93f8a,,93529.5817871094,1131.33415559062
375,Group Campsite - Drive To,Sycamore West,2c08ef2b-eaeb-425c-80a6-50eecdf80ce0,,120096.815917969,1275.30638653394
