X,Y,OBJECTID,Man_Made_Object,Notes,GlobalID,EditDate
2021447.177337720990181,684430.127394899725914,188,Kiosk,Trail map ,d6833f74-1678-49fa-a375-34bc312f4af1,2019-04-25T15:34:38.793Z
2021415.167559221386909,685430.941666230559349,189,Other,Small bridge ,d4f6313c-3d96-4c4d-be74-16fabdb69d1b,2019-04-25T15:34:38.934Z
2021266.008080631494522,685666.220067054033279,190,Other,Bridge ,e0637d1c-7e85-40da-8518-801957f38b95,2019-04-25T15:34:39.043Z
2021836.565338477492332,686194.231150150299072,191,Other,Low bridge boardwalk,ed01bf11-affc-4263-83e4-53a21878d41b,2019-04-25T15:34:39.184Z
2021831.150979220867157,686477.054075315594673,192,Other,Bridge ,35b5baff-3cfd-4f3c-955e-18d50590a0fc,2019-04-25T15:34:39.309Z
2023452.665124639868736,683600.70156030356884,193,Other,Low bridge ,4e51699d-f4fa-4956-97ef-1c2458779b75,2019-04-25T15:34:39.435Z
2022548.391998797655106,682476.590619564056396,194,Picnic Table,,04438060-4826-4e03-bbe3-5320d9506331,2019-04-25T15:34:39.564Z
2022713.091800630092621,682479.526965394616127,195,Other,Skills area entrance arbor,51c66274-b004-4820-95fa-237fcb954784,2019-04-25T15:34:39.746Z
2021707.964545801281929,682759.15567122399807,196,Trash Can,,8c34619c-809b-42be-becc-e94602bd3bf5,2019-04-25T15:34:39.871Z
2021707.964545801281929,682759.15567122399807,197,Other,Recycling can ,0acd7926-c878-4476-afa7-a648b2bee67e,2019-04-25T15:34:40.106Z
2021664.006956547498703,682784.826551645994186,198,Kiosk,Disc golf,396d96e5-3cea-4ef9-9fb8-f682e276cf7e,2019-04-25T15:34:40.528Z
2021315.042759463191032,682916.123533144593239,199,Brochure Box,Scorecard mailbox,799a504e-d365-4f13-9845-9b80f20f741f,2019-04-25T15:34:40.715Z
2020110.064198300242424,683876.941493391990662,200,Other,Hole 8 bridge and stairs ,e9569ee4-ac8a-4a6b-9781-2f842ffc8416,2019-04-25T15:34:40.824Z
2020781.936214134097099,683150.717224061489105,201,Other,Small bridge ,a17833e6-2d82-4737-b61f-cb98e04e3a48,2019-04-25T15:34:40.949Z
2021190.398323714733124,682572.786293312907219,202,Picnic Table,,36dfce13-b1d8-4678-80d6-a4660dcf083a,2019-04-25T15:34:41.059Z
2021164.330462470650673,682556.811915814876556,203,Picnic Table,,1d04c9da-cee7-4656-b1a8-fcb001183040,2019-04-25T15:34:41.168Z
2022152.374746218323708,681112.320382222533226,204,ADA Parking Spot,,29774113-222e-426e-9374-396cbcdb5d03,2019-04-25T15:34:41.309Z
2022169.732979223132133,681117.656985729932785,205,ADA Parking Spot,,9109bb04-5f44-4601-a8b2-cc74babc2d26,2019-04-25T15:34:41.465Z
2022253.725265309214592,681130.945673063397408,206,Other,Recycling can ,f48786c5-18c4-4673-8d96-d4dd233a2707,2019-04-25T15:34:41.590Z
2022249.764643296599388,681123.735057562589645,207,Trash Can,,a0f53eb8-6f5e-42ab-b47c-4e1d9abcffa7,2019-04-25T15:34:41.731Z
2022252.912930965423584,681126.375800311565399,208,Trash Can,,1b6f4e2a-4829-4a71-9b76-5595b53e45f4,2019-04-25T15:34:41.889Z
2022270.786910966038704,681132.976836979389191,209,Grill,Large,b137052d-d781-4b34-9c5a-6365ed1de285,2019-04-25T15:34:42.168Z
2022278.859401389956474,681189.23492656648159,210,Brochure Box,,25974bec-4990-4abe-8364-429277b531ea,2019-04-25T15:34:42.309Z
2021470.357409477233887,680539.925857722759247,211,Other,Small bridge,f94ff45f-c50d-45e8-bfda-16ff8abf8466,2019-04-25T15:34:42.434Z
2021063.63840663433075,680687.765128970146179,212,Kiosk,Duke Energy information ,9253c2ab-a55d-43ee-b4cf-aba281e087af,2019-04-25T15:34:42.559Z
2019755.711232468485832,680107.587483555078506,213,Other,Bridge,eb6e268d-1e66-4572-811f-66736cd78779,2019-04-25T15:34:42.715Z
2018265.246037557721138,679385.080070316791534,214,Kiosk,Longleaf pine display,0183ed77-4a74-44ca-9f49-50405d34661d,2019-04-25T15:34:42.903Z
2017376.999782547354698,680280.581560149788857,215,Other,Bridge ,d2e5f1eb-31e4-4edb-9b1c-ff9ed52a13b4,2019-04-25T15:34:43.013Z
2017784.521605297923088,680804.359055891633034,216,Other,Bridge,06f0f2dc-3f74-4524-a1d3-089aa1aefc70,2019-04-25T15:34:43.137Z
2017871.859685227274895,680840.670663058757782,217,Other,Bridge ,dd5b318c-9dff-4f2d-b2cc-1df5e76af7a0,2019-04-25T15:34:43.418Z
2019942.053379476070404,683300.52761997282505,218,Other,Bridge,e87a228b-efca-4923-930f-7632de94efd1,2019-04-25T15:34:43.793Z
2020733.475353047251701,681965.913819387555122,219,Other,Bridge,b2670128-02a6-4b3d-a514-386d9f4904b8,2019-04-25T15:34:43.965Z
2106901.076311469078064,808739.838420644402504,220,Gazebo/Overlook,Scenic overlook of Falls Lake,44f41739-9515-45cd-978a-423b646aa5df,2019-04-25T15:34:44.074Z
2092747.192545801401138,716819.86609297990799,221,Gazebo/Overlook,Park Center Overlook Deck,01a53f01-d256-4350-b1aa-bfbe2462fa8d,2019-04-25T15:34:44.231Z
2092806.582518890500069,716822.816874474287033,222,Picnic Table,Picnic pad behind park center,6d7f1b3d-6828-43a8-bb9d-ab00e97f0390,2019-04-25T15:34:44.356Z
2092826.944682881236076,716855.522189646959305,223,Picnic Table,picnic table on the back porch of the Park Center,3e0a8c36-92f9-42c6-a2ac-addb19eb2003,2019-04-25T15:34:44.592Z
2092998.54046830534935,716900.302611887454987,224,Cultural Features,Wagon display,86c98565-9735-48d2-a55d-59a06c5e9b4c,2019-04-25T15:34:44.746Z
2093084.460572049021721,716829.03208515048027,225,Picnic Table,Picnic pad with three tables along Mill Stone Path & trash+ recycling ,f4e2d521-5df1-42ea-9176-bdbc22070310,2019-04-25T15:34:44.903Z
2093110.054680973291397,716770.346835061907768,226,Other,Rain garden,38f70647-4621-4a72-badc-0d1cef2c4ed4,2019-04-25T15:34:45.108Z
2093121.003149881958961,716679.39655764400959,227,Cultural Features,Display of 3 millstones,6de4f713-1537-4c48-983f-3a615f8315df,2019-04-25T15:34:45.231Z
2093123.316137388348579,716633.213907226920128,228,Cultural Features,Display of old milling equipment,c5a73ba5-897c-49a0-9d38-1407ab95aa2c,2019-04-25T15:34:45.387Z
2093110.065179631114006,716604.978071317076683,229,Kiosk,,d2c20ea5-c75a-4d85-83c3-7e51fce1121f,2019-04-25T15:34:45.528Z
2093098.426423385739326,716546.077926650643349,230,Trash Can,,f9f8b946-d978-449b-912b-747fe82868f2,2019-04-25T15:34:45.700Z
2093081.790629893541336,716444.905884891748428,231,Cultural Features,Yates Mill stone dam,bc2acab5-8c47-434f-a610-8c4fa94c3746,2019-04-25T15:34:45.871Z
2093136.72162239253521,716497.482551395893097,232,Cultural Features,Historic property plaques,ceb022ea-d87d-476e-a7ba-e812f0469882,2019-04-25T15:34:45.981Z
2093037.179826721549034,716905.686459392309189,233,Other,Rain garden,56f28177-4dbe-4a12-866c-c80e65684e78,2019-04-25T15:34:46.106Z
2092946.669837132096291,717053.998498722910881,234,Kiosk,,ff132949-8489-46a2-9c42-7303c4ef59fb,2019-04-25T15:34:46.215Z
2092840.810140714049339,716959.960300981998444,235,Trash Can,,935d6757-24d0-4384-9195-fe5835578ac3,2019-04-25T15:34:46.356Z
2092845.232047885656357,716859.378153055906296,236,Trash Can,,ecdebb76-9c01-4faa-b407-85a5006126ee,2019-04-25T15:34:46.481Z
2092906.303119972348213,716907.358043983578682,237,Point of Interest,Boulder garden,4c14abcf-dbe0-4ed7-b4e4-d1a0928c0495,2019-04-25T15:34:46.653Z
2092712.693599060177803,717216.308541566133499,238,Kiosk,,3852cda3-6643-4164-bf54-6ed47742d66b,2019-04-25T15:34:46.778Z
2092867.693945214152336,716987.920546889305115,239,Restrooms,,1c2aefe1-6f92-4007-afed-1fb0eb16ec7a,2019-04-25T15:34:46.935Z
2092836.933836132287979,716935.688367888331413,240,Kiosk,,9b21dd0b-5715-4e26-baac-2b6429975f5e,2019-04-25T15:34:47.074Z
2092622.417204797267914,716990.957614317536354,241,Boat Launch,,5e1f66d6-c601-4276-9da2-6c354dff137e,2019-04-25T15:34:47.327Z
2092888.487866893410683,716161.008486807346344,242,Boat Launch,,f680a595-b0f6-431f-bf76-d85149588b41,2019-04-25T15:34:47.559Z
2093005.462370470166206,716300.571527898311615,243,Gazebo/Overlook,"Mill overlook deck, trash can here as well",2174c8a7-d901-45d8-9151-1a145b1f4073,2019-04-25T15:34:47.715Z
2092706.029570385813713,717155.094753220677376,244,Other,Rain garden,08bfd087-17f8-4e23-be4b-b6fd4c4f13b5,2019-04-25T15:34:47.887Z
2092680.262233465909958,717355.717055395245552,245,Trash Can,,2bed17a6-65d5-4f6a-a6d1-982642dab558,2019-04-25T15:34:48.043Z
2092722.800206139683723,717493.062581226229668,246,Trash Can,,38d190f4-be76-4a5d-ad65-e511ee158075,2019-04-25T15:34:48.153Z
2106554.795836046338081,808274.04834172129631,247,Other,Tot lot,9c96cca4-e959-4f31-b71b-b50a401d3e4d,2019-04-25T15:34:48.278Z
2106203.491092473268509,808167.483594223856926,248,Trash Can,NPA trash can,b74371e3-feff-4d87-b7a2-602f4494379c,2019-04-25T15:34:48.403Z
2106207.050140470266342,808184.6443210542202,249,Picnic Table,NPA picnic table,9436ca39-b954-4895-ad9d-28112423ae34,2019-04-25T15:34:48.528Z
2106196.533101141452789,808157.389454305171967,250,Grill,Cove grill,c145c145-2ac0-4e73-bb2e-322ff1a2c456,2019-04-25T15:34:48.653Z
2106201.059994965791702,808153.835983723402023,251,Picnic Table,Cove picnic table,f8a9bd14-25a6-42e6-8d04-f3374e2cafa7,2019-04-25T15:34:48.965Z
2106216.472037643194199,808144.35667197406292,252,Picnic Table,Cove picnic,14e6b76f-953b-4b48-8ac1-c5cff29c378b,2019-04-25T15:34:49.076Z
2106226.831268891692162,808119.343926727771759,253,Picnic Table,Cove picnic,e2c52a62-bf4f-4fa5-862b-19e4b812d5ce,2019-04-25T15:34:49.199Z
2106205.908082380890846,808075.239684224128723,254,Trash Can,Trash &  recycle,f91bc07f-cba8-4186-9f48-40eba7644d2b,2019-04-25T15:34:49.342Z
2105904.132439225912094,808273.774064064025879,255,Other,Stairs to main field (from t ball),97adb1a1-6f6d-44aa-a248-8a02f4581953,2019-04-25T15:34:49.481Z
2105935.485722973942757,808342.515396401286125,256,Trash Can,,62f88842-b542-41e5-9e46-622192705e8f,2019-04-25T15:34:49.637Z
2105967.555212631821632,808379.757119804620743,257,Kiosk,,02fddc91-14bf-43a2-8b21-086e2953c4e3,2019-04-25T15:34:49.891Z
2106001.677847802639008,808329.993111729621887,258,Trash Can,Trash & recycle,27dfd96b-f7df-4e75-8986-33291ab21fb5,2019-04-25T15:34:50.012Z
2106052.544543966650963,808353.823772728443146,259,Picnic Table,ADA accessible picnic table,9a71df63-096f-4907-a1fe-708f1974282a,2019-04-25T15:34:50.199Z
2105926.796107798814774,808328.653219386935234,260,ADA Parking Spot,,1d8a2f43-2ebd-480d-ad40-50746a34f2b6,2019-04-25T15:34:50.309Z
2105491.88752880692482,808044.611136555671692,261,Point of Interest,Amphitheater ,8780d11f-d625-4113-937f-61ff54a97ff0,2019-04-25T15:34:50.465Z
2105519.53707979619503,808073.270528063178062,262,Trash Can,,688700bd-c0fd-4019-8085-d3cccd05088a,2019-04-25T15:34:50.653Z
2105677.162748798727989,807952.629037067294121,263,ADA Parking Spot,,713026ad-38ec-472e-a8dc-3144522276ba,2019-04-25T15:34:50.762Z
2105677.109599307179451,807943.337060898542404,264,ADA Parking Spot,,39c43041-69d2-4ef8-aaef-0f95d62169fd,2019-04-25T15:34:50.887Z
2106553.185931131243706,808229.288588732481003,265,Other,Stairs to playground parking,787322fc-8f74-44f9-986e-103ec1f586c0,2019-04-25T15:34:51.028Z
2106768.699935808777809,808266.335758730769157,266,Gate/Trailhead,Laurel Loop trailhead,6f3a15ed-4270-493b-a859-9b139d19d018,2019-04-25T15:34:51.231Z
2106576.692773893475533,808187.104617983102798,267,ADA Parking Spot,,aee7cce5-36d3-47f4-8239-f56ab762f369,2019-04-25T15:34:51.371Z
2106567.354537963867188,808174.546244144439697,268,ADA Parking Spot,,0fc0288c-f7c1-46b3-8e03-47ab99826f3d,2019-04-25T15:34:51.527Z
2106422.412570640444756,808157.779873475432396,269,Restrooms,,f857cf58-1c48-45da-8bdb-5fa7ee02e77e,2019-04-25T15:34:51.715Z
2106418.359757214784622,808207.260745644569397,270,Brochure Box,,f4d8ef06-d04d-4da2-8f64-e606090513c5,2019-04-25T15:34:51.918Z
2106422.463095471262932,808219.710523888468742,271,Picnic Table,ADA picnic table,18f3f712-1ef1-4c60-89c6-1e4913877e5b,2019-04-25T15:34:52.027Z
2106429.614984050393105,808208.524194553494453,272,Trash Can,,5c7b76f5-50a9-4cd6-b1fa-2ef9fda46899,2019-04-25T15:34:52.137Z
2105911.075994893908501,808040.230895981192589,273,Trash Can,,666aea40-95d0-42ed-ac4d-77288248457e,2019-04-25T15:34:52.246Z
2105915.088454052805901,808041.770919144153595,274,Gate/Trailhead,To Center from main field,80c67893-9783-4af0-accd-e6d5de2437f7,2019-04-25T15:34:52.390Z
2105419.777108713984489,807687.378911390900612,275,Other,POND: log garden,a87668c7-9614-44db-a64c-f10f9ab16650,2019-04-25T15:34:52.496Z
2105404.130158379673958,807651.685085147619247,276,Other,POND - garden shed,d178ebcd-3c8a-4c7d-9e3f-e2bb7dda812e,2019-04-25T15:34:52.606Z
2105444.900746136903763,807642.388515815138817,277,Other,POND - butterfly garden,68f11392-4e7b-4f13-9b69-db717c04665e,2019-04-25T15:34:52.731Z
2105479.086373299360275,807665.486238643527031,278,Picnic Table,POND - round picnic table,d5777ddb-e0d6-4bb3-be6a-666505f000a3,2019-04-25T15:34:52.953Z
2105504.471821218729019,807682.938631564378738,279,Other,POND - pizza garden,1eb598ab-9931-4024-af46-212280d61ebc,2019-04-25T15:34:53.106Z
2105502.454764887690544,807712.817508816719055,280,Trash Can,,e9dc33c7-3f7c-44f6-9d32-9bd53c9c126f,2019-04-25T15:34:53.231Z
2105513.376659050583839,807724.268273308873177,281,Brochure Box,POND - brochure mailbox,eb960b6f-ee7c-43f4-88f0-a2979c0a5fc2,2019-04-25T15:34:53.340Z
2105488.204793393611908,807757.832510650157928,282,Picnic Table,POND - picnic table (double),2326bbd8-fb2a-4b28-952b-497ce9f83676,2019-04-25T15:34:53.481Z
2105490.569946140050888,807748.443421810865402,283,Picnic Table,POND - picnic table ( double),0249696f-30a2-4cd2-8c94-b049aa4fa475,2019-04-25T15:34:53.590Z
2092101.061620220541954,716173.250916391611099,284,Trash Can,Recycle & trash cans ,0381f154-d249-4eb9-8d16-098934d32428,2019-04-25T15:34:53.731Z
2092930.229909390211105,716142.553471222519875,285,Trash Can,Trash& recycling ,97462f13-d2c6-477b-a83b-5eb7d8bce7f0,2019-04-25T15:34:53.856Z
2093205.4075086414814,716395.016220897436142,286,Other,Bridge over creek below dam,9cbc57d5-6683-4855-8f93-1700f668de29,2019-04-25T15:34:54.013Z
2090545.928903713822365,717987.035346567630768,287,Other,bridge,122351b4-79ff-4c7b-a626-a7c67c0bbbdf,2019-04-25T15:34:54.137Z
2090423.638137802481651,717927.464599564671516,288,Other,bridge,2de846eb-f344-471e-bef8-b4c43308f0d6,2019-04-25T15:34:54.247Z
2089960.054747387766838,717983.632138147950172,289,Other,bridge,74efb856-2c63-47fb-94b2-999f39f3e8d6,2019-04-25T15:34:54.372Z
2089660.396225973963737,718081.861928567290306,290,Other,bridge,c361caa3-00e3-4946-9ceb-39e34628915e,2019-04-25T15:34:54.497Z
2088986.664305716753006,718164.392275303602219,291,Other,bridge,58b8dbeb-6d79-4c1f-85da-85bcf4ce31bc,2019-04-25T15:34:54.606Z
2125635.097898468375206,786315.431497886776924,292,ADA Parking Spot,,e678b25b-4655-4512-b1a4-02bf7f417823,2019-04-25T15:34:54.731Z
2125647.080157965421677,786307.491225063800812,293,ADA Parking Spot,,f1139268-4124-4d6f-9ae0-215c8d4a13cd,2019-04-25T15:34:54.872Z
2125774.839416891336441,786359.213890641927719,294,Trash Can,Recycle,bfec1508-d686-412a-93ce-493f96636b90,2019-04-25T15:34:54.981Z
2125775.539218634366989,786364.111518651247025,295,Trash Can,,ab1ea3f4-f991-4619-9f74-170be2770e05,2019-04-25T15:34:55.106Z
2125800.201570883393288,786400.492679476737976,296,Trash Can,,d851d847-205c-48bb-83a1-543603f16f60,2019-04-25T15:34:55.215Z
2125812.62018121778965,786350.29363289475441,297,Trash Can,,aa22dee4-8007-4af6-9347-ba408c98dd8a,2019-04-25T15:34:55.340Z
2125563.239118307828903,786435.911571890115738,298,Trash Can,,a3792226-791f-448d-a3c0-2dc6bebda446,2019-04-25T15:34:55.512Z
2125505.812723964452744,786433.469647645950317,299,Water Fountain,,01eb3cb1-27af-4bc6-8fec-05fd5dd1365d,2019-04-25T15:34:55.653Z
2125495.484332546591759,786428.269198730587959,300,Trash Can,86it decorative trash can,e79b5a46-bfa9-4d55-ae47-a5b31398fe01,2019-04-25T15:34:55.793Z
2125489.098846644163132,786441.346600398421288,301,Trash Can,Recycle,c157b593-8130-4511-99e5-6e133179ade2,2019-04-25T15:34:55.918Z
2125488.130344644188881,786441.525405809283257,302,Trash Can,,2aa108d7-19b4-4ab5-836c-b4fcbd94ce4f,2019-04-25T15:34:56.028Z
2125449.86992247402668,786449.752751559019089,303,Trash Can,,581a08e4-a89e-4538-8670-027144af9d31,2019-04-25T15:34:56.184Z
2125464.178620889782906,786365.663680896162987,304,ADA Parking Spot,,006c4502-ff15-4012-b9a0-8126a545f0b9,2019-04-25T15:34:56.343Z
2125447.585806310176849,786365.498983055353165,305,ADA Parking Spot,,2cf9313f-a842-4f2a-9ffc-a1f44f090234,2019-04-25T15:34:56.483Z
2124413.786036640405655,786464.113943308591843,306,Trash Can,,6028b5f4-bc76-4a7a-98c7-2aff47bf9aab,2019-04-25T15:34:56.592Z
2124455.245599389076233,786455.435811057686806,307,ADA Parking Spot,,f920294a-324c-4586-8dd7-5e473776bb4a,2019-04-25T15:34:56.715Z
2124473.664525806903839,786456.841976225376129,308,ADA Parking Spot,,ce56b139-8202-44b7-8b68-37876ed918d5,2019-04-25T15:34:56.841Z
2124559.147950634360313,786456.491583228111267,309,Trash Can,Recycle ,242db58c-ae4a-4654-9149-7148a19cac0c,2019-04-25T15:34:56.965Z
2123912.947799474000931,786438.428627222776413,310,Other,Bridge over creek,c71423c6-0af4-4c06-869d-5d92b3327409,2019-04-25T15:34:57.075Z
2123262.020951718091965,786606.173698559403419,311,Other,Bridge,961172b9-7b0c-4348-a6b9-63417135caa6,2019-04-25T15:34:57.184Z
2123505.010951310396194,785840.75134488940239,312,Other,Bridge: small footbridge,df58001b-344a-4495-b8ba-c6d21c8b47c7,2019-04-25T15:34:57.434Z
2123970.068092048168182,786407.532691642642021,313,Other,Bridge: small footbridge,c14f18d7-d1df-418e-aeba-0b57d83fc026,2019-04-25T15:34:57.622Z
2123968.278725549578667,786413.902101472020149,314,Other,Bridge: small footbridge,41f9f89f-122b-4aa2-b7dc-42a8ac9c7c98,2019-04-25T15:34:57.766Z
2124861.60075780749321,786418.836802899837494,315,Other,Bridge over drainage rocks,0d09d651-e4d8-4f7b-ada9-f2d100805a11,2019-04-25T15:34:57.935Z
2125120.582195222377777,786409.993972808122635,316,Trash Can,,79d4f9d4-eb35-483f-bcf5-8e55e5a80a62,2019-04-25T15:34:58.090Z
2103591.908717215061188,808793.475780561566353,317,Other,Bridge 1,c725f5f7-8009-431a-9ff9-ae4916d802d0,2019-04-25T15:34:58.200Z
2105157.75958813726902,804740.740119650959969,318,Other,Bridge 12,3aa5ed46-f3a6-48ea-842f-01953eb12e37,2019-04-25T15:34:58.325Z
2106924.26819421350956,808051.178380638360977,319,Gazebo/Overlook,Overlook,04d258b3-a949-49dd-af68-2e4d529af3e6,2019-04-25T15:34:58.434Z
2069499.044160306453705,707054.470597565174103,320,Trash Can,Can+Dog waste bag kiosk,5a9218f5-4f63-4044-a039-b84ccae1b474,2019-04-25T15:34:58.575Z
2069252.820571392774582,707971.331296637654305,321,Trash Can,,86a7f316-f7d6-48f7-b4a6-8efb7f59f055,2019-04-25T15:34:58.684Z
2069442.479968965053558,707927.865832388401031,322,Picnic Table,Two tables,59b0d859-6bd5-4dae-a1b4-df39fd6075f1,2019-04-25T15:34:58.809Z
2069517.062496975064278,708016.096627056598663,323,Water Fountain,,9991c237-702b-4dcf-96ca-be8d535c6ee2,2019-04-25T15:34:59.123Z
2069519.972268059849739,708003.350261479616165,324,Trash Can,,ad4f9e7c-d1bf-4012-8216-11103d2e4169,2019-04-25T15:34:59.342Z
2069569.959700882434845,708298.751901641488075,325,Kiosk,Dog waste bag kiosk,ba2f41d2-be71-4f9e-897a-a8357f0b3b59,2019-04-25T15:34:59.450Z
2070064.086337298154831,708082.165392562747002,326,Gazebo/Overlook,With three pads and Metal swing,e91d7316-641b-41e2-9df5-2dbf70375184,2019-04-25T15:34:59.559Z
2069697.69304122030735,707998.770218148827553,327,Trash Can,,d8d9057f-d2da-414a-a2b7-f0721ee6fcfe,2019-04-25T15:34:59.684Z
2069645.551413223147392,707894.459075063467026,328,Trash Can,,8ad76969-a923-430e-b496-8d456569784a,2019-04-25T15:34:59.793Z
2069627.307027131319046,707779.443557053804398,329,Trash Can,,0045bf70-9523-4b0a-80e5-2d68e836dfa4,2019-04-25T15:34:59.934Z
2069569.113902047276497,707824.047142401337624,330,Trash Can,Recycle cans(2) + trash,7f466b89-79bc-4c2f-9a32-43eb96b6631a,2019-04-25T15:35:00.059Z
2069739.61060830950737,707617.081348970532417,331,Trash Can,,8d885259-5ccb-442b-a33f-fea316ed7a63,2019-04-25T15:35:00.153Z
2069847.92699271440506,707289.383185476064682,332,Trash Can,,355ad7a6-a327-46bf-8fe1-29b49dad684f,2019-04-25T15:35:00.278Z
2070104.089210048317909,707827.160653233528137,333,Trash Can,,97de9955-3202-4812-bee1-f2f2053cbe41,2019-04-25T15:35:00.390Z
2070084.559393465518951,707824.291892558336258,334,Picnic Table,,13af48de-0cae-4324-a340-c252fd9b7b2b,2019-04-25T15:35:00.497Z
2070076.521679893136024,707834.401780471205711,335,Gazebo/Overlook,,98e9b025-432b-4488-931e-b93c22ebc437,2019-04-25T15:35:00.622Z
2069913.869446143507957,707603.773304730653763,336,Kiosk,Dog waste bags,78f15cd7-17ce-4d32-9343-b7d21a016562,2019-04-25T15:35:00.747Z
2069632.161020055413246,706841.368989646434784,337,Kiosk,Dog waste bags,0bf53100-c663-41cc-8844-cc4e8a4074ab,2019-04-25T15:35:00.919Z
2061380.461644217371941,761026.974857062101364,338,Cultural Features,Park Office,8d30e146-be65-4c33-b617-4c8eb6d3289c,2019-04-25T15:35:01.050Z
2069801.919210717082024,707053.00570547580719,339,Grill,,e6024251-c736-4285-b63e-5deeb5aa9b61,2019-04-25T15:35:01.169Z
2069805.345056891441345,707047.011622980237007,340,Trash Can,,80eea7c8-8e5b-4dcb-a5f2-4a3f41307344,2019-04-25T15:35:01.309Z
2069840.540852636098862,707244.944626063108444,341,Water Fountain,,203f5fea-f5ef-4750-a100-66109f1b0528,2019-04-25T15:35:01.419Z
2069848.288212463259697,707241.958083480596542,342,Trash Can,Trash&recycling,2c8e6756-8423-4014-b950-e2875a7655c0,2019-04-25T15:35:01.575Z
2069744.651936799287796,707203.040182307362556,343,Trash Can,,2d64ae2b-5253-448f-aa37-63d42a297ac0,2019-04-25T15:35:01.700Z
2069889.480715394020081,708119.767679557204247,344,Grill,,355fa87a-1735-4c48-9afd-5e8478935486,2019-04-25T15:35:01.856Z
2069880.273056641221046,708121.066561475396156,345,Trash Can,Trash&recycling,ac3f1257-d187-4463-b60a-015a7b7a828b,2019-04-25T15:35:02.044Z
2069849.565112799406052,708065.676580399274826,346,Trash Can,,2944605e-81eb-49c2-b505-70566a807953,2019-04-25T15:35:02.169Z
2069640.613759055733681,707920.548261731863022,347,Grill,,3b2690d9-bbdc-428c-b5f3-150ff8dc755a,2019-04-25T15:35:02.325Z
2069540.026361808180809,707821.582908481359482,348,Grill,,07afa5af-15af-407e-a191-cc4cf3b6466b,2019-04-25T15:35:02.466Z
2091733.218851968646049,717913.014497220516205,349,Kiosk,,c5faefe7-6061-4dbb-801b-95df39d1a9fa,2019-04-25T15:35:02.591Z
2174260.894675552845001,752923.78240205347538,350,Trash Can,,09aaad5c-19fe-4526-99cd-c6b8152c1ed9,2019-05-20T20:15:26.835Z
2174260.71390163898468,752920.978273808956146,351,Trash Can,,00ab8201-ef9b-4352-9e7c-311020bac0ad,2019-05-20T20:15:09.582Z
2174323.565481975674629,752913.62756672501564,352,Other,Bridge,55ce90e7-042b-423a-bcaf-e36af62840a2,2019-05-20T20:13:35.157Z
2174360.518492057919502,752921.545201808214188,353,Other,Boat wash station,700da985-300d-4062-9ed7-70563ff9893f,2019-05-20T20:17:39.071Z
2174383.420677214860916,752929.124911054968834,354,Kiosk,,78554d67-39ec-4528-a470-58e735c02be6,2019-05-20T20:18:01.485Z
2174457.411670967936516,752915.634124398231506,355,Restrooms,Portable ,b62804da-4812-4278-bca6-68a820d5bd37,2019-05-20T20:19:03.448Z
2174247.30283921957016,752793.249854728579521,356,Signage,Hours,d5a6535c-c4a5-443e-9493-514579ee1781,2019-05-20T20:22:13.840Z
2172031.045132637023926,728476.215155556797981,357,Picnic Table,,9438cea6-0285-4868-9df7-73150d88f80c,2019-05-20T13:29:37.213Z
2172007.018933966755867,728480.651170313358307,358,Restrooms,,aa10d35e-4029-42ff-9293-7710725281e6,2019-05-20T13:30:19.333Z
2172012.357834056019783,728494.854225888848305,359,Trash Can,,16f134c3-6785-4fc0-9a24-c77cd6f62b3e,2019-05-20T13:30:58.734Z
2172012.088149547576904,728489.910010054707527,360,ADA Parking Spot,,da5bb2f6-0c13-4269-94cf-bbaaf34e7ea8,2019-05-20T13:31:20.172Z
2172015.988404214382172,728477.927422478795052,361,ADA Parking Spot,,70724b9b-85ea-443e-92a8-cf77f0e91177,2019-05-20T13:31:45.177Z
2171847.012364223599434,728538.204532891511917,362,Gate/Trailhead,Park gate,88161c35-db71-4a24-8dda-4e569438651f,2019-05-20T13:32:55.813Z
2171828.702689558267593,728526.260002970695496,363,Signage,Pleasants Road Entrance,2b320818-348a-4432-91be-6cff8bc24232,2019-05-20T13:33:46.653Z
2172010.270239800214767,728494.597992807626724,364,Kiosk,,5c6a2008-ba78-4089-b1b0-7238602b8321,2019-05-20T13:36:15.721Z
2172010.15278597176075,728495.520891234278679,365,Brochure Box,,d8dfcea4-b38c-409b-9f86-0c864ebf7c82,2019-05-20T13:36:41.727Z
2172009.589794963598251,728497.474955558776855,366,Signage,Park regulations ,1a719606-af78-4494-88eb-f9b529087a6e,2019-05-20T13:37:52.628Z
2172023.936222970485687,728505.002171471714973,367,Picnic Table,,feaaa361-60ed-4140-bbbe-cd86cbb96eb3,2019-05-20T13:39:04.507Z
2172543.818713381886482,726572.016536146402359,368,Other,Bench,d369b85b-1247-45d2-81dd-ee3ed32900e7,2019-05-20T13:55:18.952Z
2172454.965216547250748,726743.495195806026459,369,Other,Bench,de187f95-ba82-46fc-b0e0-129003317c88,2019-05-20T13:56:26.786Z
2172814.18890754878521,727202.530038893222809,370,Gazebo/Overlook,,d4dccc00-c701-4c32-9f24-67eb7515ef25,2019-05-20T14:00:28.759Z
2172824.813558220863342,728350.523805901408195,371,Signage,Beautiful wild meadows at TNP,66cedd88-8e13-4cce-87e3-3cde415a91e2,2019-05-20T14:29:03.548Z
