OBJECTID,SHAPELEN,TRAIL_NAME,CORRIDOR_NAME,OWNER,OWNER2,TRAIL_STATUS,TRAIL_CONDITION,TRAIL_SURFACE,TRAIL_CLASS,LENGTH,WIDTH,SLOPE,SUBSEGMENT_NAME,STREET,OPEN_DATE,MAINTAIN_DATE,EMERGENCY,LIGHTING,ACCESSIBILITY_STATUS,PUBLIC_ACCESS,ATV,BIKE,DOG,HIKE,PACK,WCRAFTMTR,WCRAFTNMTR,COMMENTS,SEG_LENGTH
337,5049.81358811134,East Fork Mine Creek Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.95645241,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,5050.06872948
338,9.34695458338214,Little Rock Trail,,City of Raleigh,,EXISTING,,OTHER,,0.00177026,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,9.34695458
341,5161.21058683425,Edwards Mill Connector,,City of Raleigh,,EXISTING,,ASPHALT,,0.97752131,10,,,,,,,,ACCESSIBLE,,,,,,,,,,5161.312494
344,35.7470991984543,House Creek Trail,,City of Raleigh,,EXISTING,,,,0.00677028,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,35.7470992
347,118.118185653234,Simms Branch Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.02237087,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,118.11818565
350,138.38236404283,Walnut Creek Trail,,City of Raleigh,,EXISTING,,IMPORTED COMPACTED MATERIAL,,0.02621015,10,,,,,,,,ACCESSIBLE,,,,,,,,,,138.38961749
352,94.7705326828045,Rocky Branch Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.01794896,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,94.77053269
354,268.503493261231,Walnut Creek Trail,,City of Raleigh,,EXISTING,,,,0.05085293,6,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,268.50349325
358,486.018079064683,Neuse River Trail,,City of Raleigh,,EXISTING,,,,0.09204888,9,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,486.01807907
360,547.640575958401,Richland Creek Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.10371981,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,547.64057596
364,319.174687566462,Mine Creek Trail,,City of Raleigh,,EXISTING,,,,0.06044975,12,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,319.17468756
367,217.364433417486,NA,,City of Raleigh,,EXISTING,,,,0.04116751,,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,217.36443341
369,108.99968173058,Crabtree Creek Trail,,City of Raleigh,,EXISTING,,,,0.02064388,14,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,108.99968173
373,63.3864862785871,Little Rock Trail,,City of Raleigh,,EXISTING,,,,0.01200502,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,63.38648628
375,1876.73094980935,Rocky Branch Trail,,City of Raleigh,,EXISTING,,OTHER,,0.35547096,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1876.88668409
376,44.7881392609761,Mine Creek Trail,,City of Raleigh,,EXISTING,,,,0.0084826,,,,,,,,,NOT EVALUATED,,,,,,,,,,44.78813927
377,265.568978147563,Rocky Branch Trail,,City of Raleigh,,EXISTING,,,,0.05029715,10,,,,,,,,ACCESSIBLE,,,,,,,,,,265.56897814
379,50.2797135219123,Abbotts Creek Trail,,City of Raleigh,,EXISTING,,IMPORTED COMPACTED MATERIAL,,0.00952267,10,,,,,,,,ACCESSIBLE,,,,,,,,,,50.27971352
305,599.068242750483,Wakefield Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.11346136,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,599.07595851
306,6953.70365580789,Centennial Bikeway Connector,,City of Raleigh,,EXISTING,,ASPHALT,,1.31700094,10,,,,,,,,ACCESSIBLE,,,,,,,,,,6953.76494492
309,38.67928287027,Richland Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.00732562,4,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,38.67928287
310,16.0003169110177,Neuse River Trail,,City of Raleigh,,EXISTING,,,,0.00303036,4,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,16.00031691
312,1242.50822702463,Hare Snipe Creek Trail,,City of Raleigh,,EXISTING,,,,0.23532353,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1242.50822702
313,37.9326440227035,Little Rock Trail,,City of Raleigh,,EXISTING,,,,0.00718421,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,37.93264402
314,34352.0391012797,American Tobacco Trail,,Wake County,,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,6.50606801,,,,,,,,,,YES,NO,YES,YES,YES,YES,,,,34352.03910127
316,1284.10617213798,Simms Branch Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.24320193,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1284.10617213
318,74.7613026751687,Gardner Street Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.01415934,4,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,74.76130267
319,1240.83270445826,Banks Road Elementary School Trail,Banks Road Elementary School Trail,Fuquay-Varina,,EXISTING,,,,0.23500619,,,,,,,,,NOT EVALUATED,,,,,,,,,,1240.83270446
322,63.9653603920248,Walnut Creek Trail,,City of Raleigh,,EXISTING,,,,0.01211465,11,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,63.9653604
323,68.3732742249174,Centennial Bikeway Connector,,City of Raleigh,,EXISTING,,ASPHALT,,0.01294948,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,68.37327422
324,595.875413255192,Beaver Dam Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.11286003,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,595.90095017
326,218.546397443469,East Fork Mine Creek Trail,,City of Raleigh,,EXISTING,,IMPORTED COMPACTED MATERIAL,,0.04139136,10,,,,,,,,ACCESSIBLE,,,,,,,,,,218.54639745
327,2502.85465412708,Crabtree Creek Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.4740255,10,,,,,,,,ACCESSIBLE,,,,,,,,,,2502.85465415
331,398.551346057193,East Fork Mine Creek Trail,,City of Raleigh,,EXISTING,,,,0.07548321,10,,,,,,,,ACCESSIBLE,,,,,,,,,,398.55134607
332,1624.2722604382,Honeycutt Creek Trail,,City of Raleigh,,EXISTING,,,,0.30769453,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1624.62714035
410,3128.87084796954,Baileywick Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.59258918,10,,,,,,,,ACCESSIBLE,,,,,,,,,,3128.87084796
411,26.1106047267826,Walnut Creek Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.00494519,9,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,26.11060472
415,550.950660841914,Simms Branch Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.10438075,4,,,,,,,,NOT EVALUATED,,,,,,,,,,551.13034332
436,1163.7753677635,Heritage Trail,Heritage Trail,Fuquay-Varina,,EXISTING,,NATIVE MATERIAL,,0.220412,,,,,,,,,NOT EVALUATED,,,,,,,,,,1163.77536776
441,1527.96497937397,South Park Trail,South Park Trail,Fuquay-Varina,,EXISTING,,,,0.28938731,,,,,,,,,NOT EVALUATED,,,,,,,,,,1527.96497939
443,5930.08335912583,Rocky Branch Trail,,City of Raleigh,,EXISTING,,ASPHALT,,1.12315929,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,5930.28107692
426,492.778600171038,Rocky Branch Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.09332928,10,,,,,,,,ACCESSIBLE,,,,,,,,,,492.77860017
427,246.048751690375,East Fork Mine Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.0466237,11,,,,,,,,ACCESSIBLE,,,,,,,,,,246.17313141
429,1775.99511545355,Neuse River Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.33640645,6,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1776.2260553
434,8142.97900353228,Neuse River Trail,,City of Raleigh,,EXISTING,,,,1.54234874,10,,,,,,,,ACCESSIBLE,,,,,,,,,,8143.60133365
384,145.000018486504,Mine Creek Trail,,City of Raleigh,,EXISTING,,,,0.02746212,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,145.0000185
386,630.399582334074,Crabtree Creek Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.1194012,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,630.4383146
389,577.451582561967,Neuse River Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.10937275,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,577.48810722
390,1690.88115730166,Rocky Branch Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.32024876,6,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1690.91347799
392,2345.78081922653,Spring Forest Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.44427667,10,,,,,,,,ACCESSIBLE,,,,,,,,,,2345.78081923
393,7674.7374867065,Bass Lake Trail,Bass Lake Trail,Fuquay-Varina,,EXISTING,,,,1.45354877,,,,,,,,,NOT EVALUATED,,,,,,,,,,7674.7374867
394,23.9998198773852,Gardner Street Trail,,City of Raleigh,,EXISTING,,,,0.00454542,6,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,23.99981987
395,4453.8250588165,Snelling Branch Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.84367405,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,4454.59897224
400,2195.19029371028,Crabtree Creek Trail,,City of Raleigh,,EXISTING,,,,0.41575574,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,2195.19029372
407,17.999777571469,Mine Creek Trail,,City of Raleigh,,EXISTING,,,,0.00340905,0,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,17.99977756
482,3541.65542552691,Crabtree Creek Trail,,City of Raleigh,,EXISTING,,,,0.67079884,10,,,,,,,,ACCESSIBLE,,,,,,,,,,3541.81787893
483,39.3203240593719,Beaver Dam Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.00744703,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,39.32032406
487,2372.8320970064,Neuse River Trail,,City of Raleigh,,EXISTING,,IMPORTED COMPACTED MATERIAL,,0.44940002,11,,,,,,,,ACCESSIBLE,,,,,,,,,,2372.83209703
488,1466.72037740498,Neuse River Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.27778795,10,,,,,,,,NOT EVALUATED,,,,,,,,,,1466.72037742
490,10193.0848402543,Abbotts Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,1.93051619,10,,,,,,,,ACCESSIBLE,,,,,,,,,,10193.1255019
491,5433.62196294756,Walnut Creek Trail,,City of Raleigh,,EXISTING,,,,1.02909507,4,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,5433.62196291
492,339.708438302079,Martin St Connector,,City of Raleigh,,EXISTING,,ASPHALT,,0.06433872,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,339.70843832
493,59.203174630615,Neuse River Trail,,City of Raleigh,,EXISTING,,,,0.01121272,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,59.20317464
497,5304.73265715235,"Smith Creek Greenway, Burlington Mills to Neuse",Smith Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,1.00468422,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,5304.73265716
502,16704.1722397462,E. Carroll Joyner Park,E. Carroll Joyner Park,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,3.16366898,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO, ,http://www.wakeforestnc.gov/residents-parksrecreation_facilities_joynerpark.aspx,16704.17223971
444,757.12657019376,Creekside Trail,Creekside Trail,Fuquay-Varina,,EXISTING,,NATIVE MATERIAL,,0.14339518,,,,,,,,,NOT EVALUATED,,,,,,,,,,757.12657019
447,1367.22591340444,Little Rock Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.25894973,10,,,,,,,,ACCESSIBLE,,,,,,,,,,1367.25459307
449,1961.27477383348,Martin St Connector,,City of Raleigh,,EXISTING,,CONCRETE,,0.37145668,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1961.2912859
451,456.157793146569,Centennial Bikeway Connector,,City of Raleigh,,EXISTING,,ASPHALT,,0.08639352,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,456.15779314
452,340.667460695982,Kenneth Crossing,Kenneth Crossing,Fuquay-Varina,,EXISTING,,NATIVE MATERIAL,,0.06452035,,,,,,,,,NOT EVALUATED,,,,,,,,,,340.6674607
453,1850.25199493591,Edwards Mill Connector,,City of Raleigh,,EXISTING,,CONCRETE,,0.35043796,10,,,,,,,,ACCESSIBLE,,,,,,,,,,1850.31244606
454,48.9990951137888,Richland Creek Trail,,City of Raleigh,,EXISTING,,,,0.00928013,0,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,48.99909513
455,23.2605661635223,Neuse River Trail,,City of Raleigh,,EXISTING,,,,0.00440541,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,23.26056616
460,75.5514349112596,Little Rock Trail,,City of Raleigh,,EXISTING,,OTHER,,0.01430898,7,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,75.55143492
466,1080.16794153659,Mine Creek Trail,,City of Raleigh,,EXISTING,,IMPORTED LOOSE MATERIAL,,0.20457726,6,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1080.16794154
470,27.2250024626637,Honeycutt Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.00515625,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,27.22500247
471,12605.6499542748,Richland Creek Trail,,City of Raleigh,,EXISTING,,,,2.3874337,4,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,12605.64995421
473,2531.0291793954,Hare Snipe Creek Trail,,City of Raleigh,,EXISTING,,,,0.47936159,10,,,,,,,,ACCESSIBLE,,,,,,,,,,2531.0291794
475,27.000021283582,Gardner Street Trail,,City of Raleigh,,EXISTING,,,,0.00511364,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,27.00002129
476,1743.53439535513,Marsh Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.33021485,8,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1743.53439536
477,477.035426173886,East Fork Mine Creek Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.09034762,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,477.03542618
478,1264.59418394353,Reedy Creek Trail,,City of Raleigh,,EXISTING,,,,0.23950647,10,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,1264.59418395
479,79.3424339014952,Abbotts Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.01502698,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,79.3424339
480,1735.31759914625,Mine Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.32865864,10,,,,,,,,ACCESSIBLE,,,,,,,,,,1735.31759916
538,6906.89109255008,Traditions Grande Blvd Path,Traditions Grande Blvd Path,Private, ,EXISTING, ,ASPHALT, ,1.30812331,0,0, , ,,, , ,NOT EVALUATED, , , , , , , , , ,6906.89109255
540,609.582289288155,Neuse River Trail, ,City of Raleigh, ,EXISTING, ,IMPORTED COMPACTED MATERIAL, ,0.11545119,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,609.5822893
541,2856.33484087356,Smith Creek Greenway at Soccer Center,Smith Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.54097251,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,2856.33484086
543,1204.38700543359,Kiwanis Greenway,Kiwanis Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.2281036,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,1204.38700544
544,2595.504935574,Cougar Trail,Richland Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,NATIVE MATERIAL,MINIMALLY DEVELOPED,0.4915729,3,0, , ,,, , , , , , , , , , , ,https://www.wakeforestnc.gov/greenways.aspx,2595.50493556
545,672.287221612903,Wake Forest Middle School Path,Wake Forest Middle School Path,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.12732713,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,http://www.wakeforestnc.gov/safe-routes-to-school.aspx,672.28722161
546,648.978983761532,Tyler Run Park Greenway,Tyler Run Park Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.12291269,5,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,648.97898375
555,6287.34799386719,Gateway Commons Multi Use Path,Gateway Commons Multi Use Path,Private, ,EXISTING, ,ASPHALT, ,1.1907856,10,0, , ,,, , ,NOT EVALUATED, , , , , , , , , ,6287.34799387
557,2482.3833702916,Forestville Road Multi Use Path,Forestville Road Multi Use Path,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.47014837,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,http://www.wakeforestnc.gov/smith-sanford-creek-greenway-project.aspx,2482.38337028
558,3458.48376911527,Horse Creek Soft Trail,Horse Creek Soft Trail,Wake Forest, ,EXISTING,FULLY FUNTIONAL,NATIVE MATERIAL,MINIMALLY DEVELOPED,0.65501587,0,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,3458.48376912
550,3414.42013234366,Durham Rd Multi Use Path,Durham Rd Multi Use Path,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.64667048,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,3414.42013231
551,148395.764718222,Neuse River Trail, ,City of Raleigh, ,EXISTING, ,ASPHALT, ,28.10525863,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,148395.76471824
552,345.677296141008,Holding Park Multi Use Path,Holding Park Multi Use Path,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.06546918,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,345.67729613
553,1422.20831023557,Neuse River Trail, ,City of Raleigh, ,EXISTING, ,IMPORTED COMPACTED MATERIAL, ,0.26935763,12,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,1422.20831023
505,6175.48249102035,Austin Creek Dev,Austin Creek Dev,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,1.16959896,0,0, , ,,, , , , , , , , , , , ,https://www.wakeforestnc.gov/greenways.aspx,6175.48249102
507,659.915323356104,Neuse River Trail, ,City of Raleigh, ,EXISTING, ,CONCRETE, ,0.12498396,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,659.91532336
513,3154.98937778482,Abbotts Creek Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.59753587,6,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,3154.98937778
514,41.8414833819003,Park Loop Alternate Trail,Park Loop Alternate Trail,Fuquay-Varina,,EXISTING,,,,0.00792452,8,,,,,,,,NOT EVALUATED,,,,,,,,,,41.84148338
516,177.54452876536,Crabtree Creek Trail,,City of Raleigh,,EXISTING,,,,0.03362586,5,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,177.54452876
517,278.038234346432,Reedy Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.05265876,10,,,,,,,,NOT EVALUATED,,,,,,,,,,278.03823433
519,3274.16801686708,Depot Trail,Depot Trail,Fuquay-Varina,,EXISTING,,,,0.62010758,,,,,,,,,NOT EVALUATED,,,,,,,,,,3274.16801687
520,237.098329172537,Persimmon Path,Persimmon Path,Fuquay-Varina,,EXISTING,,NATIVE MATERIAL,,0.04490499,,,,,,,,,NOT EVALUATED,,,,,,,,,,237.09832918
523,145.39820014785,Little Rock Trail,,City of Raleigh,,EXISTING,,,,0.02753754,10,,,,,,,,ACCESSIBLE,,,,,,,,,,145.39820016
524,106.764249307655,Neuse River Trail,,City of Raleigh,,EXISTING,,IMPORTED LOOSE MATERIAL,,0.0202205,10,,,,,,,,ACCESSIBLE,,,,,,,,,,106.76424929
526,726.374174856014,Hare Snipe Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,0.13757087,4,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,726.37417486
529,19637.0842690308,Reedy Creek Trail,,City of Raleigh,,EXISTING,,ASPHALT,,3.7193608,10,,,,,,,,ACCESSIBLE,,,,,,,,,,19638.22501913
530,101.436755850689,Walnut Creek Trail,,City of Raleigh,,EXISTING,,,,0.0192159,9,,,,,,,,NOT ACCESSIBLE,,,,,,,,,,101.45992941
531,26.1246284756541,Abbotts Creek Trail,,City of Raleigh,,EXISTING,,CONCRETE,,0.00494785,10,,,,,,,,ACCESSIBLE,,,,,,,,,,26.12462848
534,6002.90281327147,Wakefield Trail, ,City of Raleigh, ,EXISTING, ,ASPHALT, ,1.13691341,8,0, , ,,, , ,NOT ACCESSIBLE, , , , , , , , , ,6002.90281327
582,1232.96950884808,Smith Creek Greenway,Smith Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,1232.96950886
583,1872.81431021087,Dunn Creek Greenway,Dunn Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,1872.81431021
587,8142.97900353228,Neuse River Trail, ,City of Raleigh, ,EXISTING, , , ,1.54223088,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,8142.97900351
591,2338.20245970682,Richland Creek Greenway at Olde Mill Stream,Richland Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.44284137,0,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,2338.20245971
594,4089.27998749493,Heritage High Soft Trail,Heritage High Soft Trail,Wake Forest, ,EXISTING,FULLY FUNTIONAL,NATIVE MATERIAL,MINIMALLY DEVELOPED,0.77448485,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,4089.27998748
595,844.315476478651,J.B. Flaherty Greenway,J.B. Flaherty Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.15990823,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,844.31547647
560,4357.30242801061,Sanford Creek Greenway at Heritage South,Sanford Creek Greenway at Heritage South,Wake Forest, ,EXISTING,FULLY FUNTIONAL, OTHER,FULLY DEVELOPED,0.82524667,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,4357.30242801
561,1797.04172696954,Northside Loop Multi Use Path,Northside Loop Multi Use Path,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.34034881,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,1797.04172696
563,2662.82884867885,Heritage Lake Rd Sidepath,Heritage Lake Rd Sidepath,Wake Forest, ,EXISTING,FULLY FUNTIONAL,CONCRETE,FULLY DEVELOPED,0.50432365,0,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO, ,2662.82884867
564,8549.15208134114,Reservoir Soft Trail,Reservoir Soft Trail,Wake Forest, ,EXISTING,FULLY FUNTIONAL,NATIVE MATERIAL,MINIMALLY DEVELOPED,1.61915759,3,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,8549.15208137
576,1946.80858828279,H.L. Miller Greenway,H.L. Miller Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.36871375,0,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,1946.80858829
579,1749.94874280737,Dunn Creek Greenway,Dunn Creek Greenway,Wake Forest, ,EXISTING,FULLY FUNTIONAL,ASPHALT,FULLY DEVELOPED,0.3312808,10,0, , ,,, , ,ACCESSIBLE, ,NO,YES,YES, ,NO,NO,NO,https://www.wakeforestnc.gov/greenways.aspx,1749.94874281
628,3544.54860611355,Kit Creek Greenway,Kit Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.67131602,8,,Little Dr to Kit Creek Rd,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,3544.54860612
636,325.963351751818,Downing Village Greenway,Downing Village Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.06173548,8,,Along Downing Glen Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,325.96335174
637,1928.18559784276,Bishops Gate Greenway,Bishops Gate Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.36518667,10,,Pond To Pond,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1928.18559785
638,1282.45471420019,Symphony Lake Greenway,Symphony Lake Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.24288915,10,,Along Regency Parkway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1282.45471419
657,117.164406491788,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02219023,10,,Connects to Davis Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,117.16440649
661,6351.19329488332,Davis Dr Street-Side Trail,Davis Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,1.20287752,10,,Lake Grove Blvd to Carramore Ave,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,6351.19329487
662,224.60996085313,Panther Creek GW Connector,Panther Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04253977,10,,Connects to Belles Landing Court,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,224.60996087
663,219.134489680331,Cary Park Lake GW Connector,Cary Park Lake GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04150274,6,,Connects to Alden Bridge Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,219.13448968
