OBJECTID,SHAPELEN,TRAIL_NAME,CORRIDOR_NAME,OWNER,OWNER2,TRAIL_STATUS,TRAIL_CONDITION,TRAIL_SURFACE,TRAIL_CLASS,LENGTH,WIDTH,SLOPE,SUBSEGMENT_NAME,STREET,OPEN_DATE,MAINTAIN_DATE,EMERGENCY,LIGHTING,ACCESSIBILITY_STATUS,PUBLIC_ACCESS,ATV,BIKE,DOG,HIKE,PACK,WCRAFTMTR,WCRAFTNMTR,COMMENTS,SEG_LENGTH
891,187.211151810407,OKelly Chapel Road West Greenway Connector,OKelly Chapel Road West Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.03545666,6,,Vineyard Mist Drive to OKelly Chapel Road West GW,,2017-06-30T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,187.2111518
892,272.335441381172,Amberly Lake Greenway,Amberly Lake Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.05157868,10,,Yates Store Road to Allforth Place,,2019-04-01T00:00:00.000Z,,,,ACCESSIBLE,,,YES,,YES, ,,, ,272.33544138
893,850.425644509079,GLC Rd Street-Side Trail (East),GLC Rd Street-Side Trail (East),Town of Cary,,EXISTING,,ASPHALT,,0,10,,McCrimmon Pkwy to Evans Farm Sub,,,,,,ACCESSIBLE,,,YES,,YES, ,,, ,850.4256445
894,110.108992591476,CARY TENNIS PARK GREENWAY,CARY TENNIS PARK GREENWAY,Town of Cary,,EXISTING,,CONCRETE,,0.02085398,10,,HERO PLACE TO GREEN HOPE HIGH SCHOOL,,2019-04-15T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,110.10899259
897,71.7151686760489,Montvale Greenway,Montvale Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.01358242,0,,From ATT through Montvale Sub,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,71.71516866
898,224.427614485051,Montvale Private Greenway,Montvale Private Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.04250523,6,, ,,2018-07-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,224.4276145
902,273.294757190212,Morris Branch Greenway,Morris Branch Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.05176037,10,,Cary Glen Blvd to I-540,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,273.29475719
904,154.963615668916,Oaks at Sears Farm,Oaks at Sears Farm,Town of Cary,,EXISTING,,ASPHALT,,0.02934917,6,, ,,2017-08-27T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,154.96361566
906,157.288556668552,Coventry Woods Greenway Connector,Coventry Woods Greenway Connector,Town of Cary,,EXISTING,,CONCRETE,,0.0297895,6,,Cricketfield Lane to Speight Branch Greenway,,2017-06-30T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,157.28855668
907,177.624833541886,Speight Branch Greenway Connector,Speight Branch Greenway Connector,Town of Cary,,EXISTING,, ,,0.03364107,6,, ,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,177.62483354
908,205.130746519542,Green Hope School Rd Street-Side Trail,Green Hope School Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.03885052,10,,Copperleaf to Bellewood Manor,,2016-10-18T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,205.13074652
909,805.420919949627,Holland Farms Private Greenway,Holland Farms Private Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.15254184,8,,Greystone Greenway Connector,,2014-11-11T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,805.42091995
910,3849.84752822497,Weston PUD Trails,Weston PUD Trails,Town of Cary,,EXISTING,,ASPHALT,,0.72913779,8,,Evans Road to Norwell Boulevard,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,3849.84752822
912,297.066086838721,Westover Park Private Trail,Westover Park Private Trail,Town of Cary,,EXISTING,,GRAVEL,,0.05626252,5,, ,,2006-10-10T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,297.06608684
913,111.658035888281,Green Hope School Greenway,Green Hope School Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.02114736,10,,Sears Farm Rd Park to Highcroft Elem,,2006-07-03T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,111.6580359
826,10077.3055456995,White Oak Creek Greenway,White Oak Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,1.9085806,0,,Apex 1 Segment,,2018-06-30T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,10077.30554569
827,447.16625312412,Campbell Greenway,Campbell Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.08469058,0,,Jones Franklin Rd to Pritchett Farm Sub,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,447.16625314
828,705.747537031571,Piney Plains Greenway,Piney Plains Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.13366431,10,,Segment thru electric ROW,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,705.74753703
829,269.443740006398,Sowter Greenway,Sowter Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.05103101,10,,Frontage along both North State Storage Sites,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,269.44374001
831,193.452845532716,Highcroft Dr Street-Side Trail,Highcroft Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.0366388,10,,Highcroft Dr at Panther Creek,,2008-02-19T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,193.45284554
832,438.154610991343,Ovation at Weston Private Greenway Connector,Ovation at Weston Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.08298383,6,,Ovation Drive to Private Greenway,,2017-12-12T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,438.154611
833,1398.42314330038,Weston PUD Trails,Weston PUD Trails,Town of Cary,,EXISTING,,ASPHALT,,0.26485287,6,,Norwell Boulevard to Weston Parkway,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1398.4231433
834,383.118764146611,Pritchett Farms Private Greenway Connector,Pritchett Farms Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.07256037,6,,Noble Flaire Drive to Campbell Greenway,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,383.11876415
836,75.1789140823504,Waterford Sidewalk Connector,Waterford Sidewalk Connector,Town of Cary,,EXISTING,,CONCRETE,,0.01423843,5,,Parking Lot to Waterford Greenway Connector,,,,,,NOT EVALUATED,,,YES,,YES, ,,, ,75.17891408
837,132.264969463,Hortons Creek Private Greenway Connector,Hortons Creek Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02505018,8,,Summer Harvest Court to Nancy Branch Greenway,,2007-12-06T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,132.26496947
847,1646.29707143712,Batchelor Branch Greenway,Batchelor Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.31179869,10,,KC Farm Road Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1646.29707144
848,312.893537273177,Bishops Gate GW Connector,Bishops Gate GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05926014,10,,Connects to Castle Garden Street,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,312.89353727
849,2049.67129693797,Preston Village Greenway,Preston Village Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.38819532,10,,Louis Stephens Rd to Upchurch Meadow Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2049.67129694
850,1333.98230422037,High House Rd Street-Side Trail,High House Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.25264816,8,,Matheson Pl to Old Apex Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1333.98230421
851,3877.97360630612,Panther Creek Greenway,Panther Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.7344647,7,,North Around Cary Park Lake,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3877.97360632
852,264.730593301766,Western Wake Library GW Connector,Western Wake Library GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05013837,9,,Connects GW to Library,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,264.7305933
853,1248.95018790013,Bishops Gate Greenway,Bishops Gate Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.2365436,10,,Citywalls Pond Loop,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1248.95018791
854,256.849883301447,Hinshaw GW Connector,Hinshaw GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04864581,10,,Connects to Glengarry Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,256.8498833
855,1554.51610356461,GLC Rd Street-Side Trail (East),GLC Rd Street-Side Trail (East),Town of Cary,,EXISTING,,ASPHALT,,0.29441593,10,,Evans Farm Sub to Rosepine Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1554.51610358
856,2393.03654693255,Nancy Branch Greenway,Nancy Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.45322662,10,,GLCR Rd to Evans Farm Sub,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2393.03654692
857,293.585775280687,Westlake Greenway,Westlake Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.05560337,8,,Homeplace Drive to Loop Trail,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,293.58577529
858,139.529415194754,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02642603,5,,Connects to Lake Trail,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,139.5294152
859,143.946241688071,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02726255,10,,Connects to Hwy NC 55,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,143.94624169
860,6334.82997444252,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,1.1997784,10,,Weston Pkwy SS Trail to Reedy Creek GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,6334.82997444
861,226.769677019437,Black Creek GW Connector,Black Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.0429488,9,,Connects to Tynemouth Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,226.76967702
862,1175.71627178868,Macedonia Lake Loop Trail,Macedonia Lake Loop Trail,Town of Cary,,EXISTING,,ASPHALT,,0.22267354,9,,Connects to Tryon Manor Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1175.71627179
863,1293.06460453476,Sears Farm Rd Park Greenway,Sears Farm Rd Park Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.2448986,10,,East of collector to park,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1293.06460453
864,935.254604337476,Yates Store Rd Street-Side Trail,Yates Store Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.17713155,10,,OKelly Chapel Rd to Stonewater Glen Ln,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,935.25460434
865,1726.29474697193,Highcroft Village Greenway,Highcroft Village Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.32694976,8,,Through SE Highcroft Village PDD Section,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1726.29474695
866,1824.13516650868,Macedonia Lake Loop Trail,Macedonia Lake Loop Trail,Town of Cary,,EXISTING,,ASPHALT,,0.34548015,9,,Surrounds south and west side proposed park site,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1824.1351665
867,637.385569411971,Swift Creek Greenway,Swift Creek Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.12071696,8,,Cary Pkwy to Westhigh St,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,637.38556942
948,509.490247350139,NW Cary Pkwy Street-Side Trail,NW Cary Pkwy Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.09649437,10,,Thorpe Dr to Silverridge Ct,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,509.49024735
950,152.320180927557,Indian Creek GW Connector,Indian Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.02884852,6,,Connects to Twin Lakes Private Trail,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,152.32018092
952,1363.77019534026,GLC Rd Street-Side Trail (East),GLC Rd Street-Side Trail (East),Town of Cary,,EXISTING,,ASPHALT,,0.25828981,0,,McCrimmon Pkwy to Evans Farm Sub,,2018-11-05T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1363.77019535
954,371.006293789726,Chatham St Street-Side Trail,Chatham St Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.07026634,10,,High House at Chatham Street,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,371.0062938
959,654.248556799447,Annie Jones Greenway,Annie Jones Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.12391071,10,,Coatbridge Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,654.2485568
960,384.792936911528,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.07287745,9,,Connects to White Oak Park,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,384.79293691
962,1327.08889134033,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.25134259,8,,Old Reedy Creek to Dynasty Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1327.08889135
963,492.244836845525,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.09322819,8,,Reedy Creek Section,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,492.24483685
964,2175.03551193275,Green Hope School Greenway,Green Hope School Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.41193854,10,,Highcroft Village GW to Green Hope School Rd,,2012-11-27T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2175.03551194
965,219.423730623871,Camp Branch GW Connector,Camp Branch GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04155752,10,,Connects to Felspar Way,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,219.42373063
970,817.507035669401,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.15483088,10,,Battery Loop North Section,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,817.50703567
984,780.210066629178,Greystone Greenway,Greystone Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.14776706,0,,Greystone to Bellewood,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,780.21006662
985,652.911832746746,Crescent Green Greenway,Crescent Green Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.12365754,6,,Existing Through Town Property,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,652.91183275
986,2723.00371710486,Higgins Greenway,Higgins Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.5157204,10,,SW Maynard to Union St,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2723.00371712
988,1140.65722555309,SE Cary Pkwy Street-Side Trail,SE Cary Pkwy Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.21603357,10,,Holly Springs Road to Campbell Greenway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1140.65722556
972,353.687154054825,High House Rd Street-Side Trail,High House Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.0669862,10,,Searstone full svc intsctn east to Searstone North,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,353.68715405
975,575.349885817002,Green Hope School Rd Street-Side Trail,Green Hope School Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.10896778,8,,From Warner Ridge Ln to NC Hwy 55,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,575.34988582
976,271.503649263991,Panther Creek GW Connector,Panther Creek GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.05142115,5,,Connects to Pony Club Circle,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,271.50364927
977,74.944650494299,Annie Jones GW Connector,Annie Jones GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01419406,5,,Connects to Scottish Hills Rec Area,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,74.94465049
979,1551.93242211652,Woodlands Greenway,Woodlands Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.2939266,10,,Along Green Level Church Rd frontage of Toscana,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1551.93242215
914,110.107881079707,Green Hope School Greenway,Green Hope School Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.02085377,10,,Sears Farm Rd Park to Highcroft Elem,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,110.10788107
915,164.076834617562,Green Level Greenway,Green Level Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.03107516,8,, ,,2010-12-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,164.07683462
916,257.299421907351,Townes at Amberly Private Greenway Connector,Townes at Amberly Private Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04873095,6,,Skyros Loop to Nancy Branch Greenway,,2013-01-21T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,257.29942189
918,2170.21170608607,Davis Dr Street-Side Trail,Davis Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.41102494,10,,Lake Grove Blvd to Carramore Ave,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2170.21170609
919,288.893756121047,GLC Rd Street-Side Trail (West),GLC Rd Street-Side Trail (West),Town of Cary,,EXISTING,,ASPHALT,,0.05471473,10,,Properties north of Kit Creek Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,288.89375612
932,4421.79283638101,Northwoods Greenway,Northwoods Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.83746076,10,,Chapel Hill Rd to Black Creek GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,4421.79283637
933,1450.03880387293,Crabtree Creek Greenway,Crabtree Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.27462856,10,,White Oak GW to Bond ballfields,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1450.03880387
944,1375.23592588725,Green Hope School Greenway,Green Hope School Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.26046135,10,,Morrisville Pkwy SS Trail to Highcroft SS Trail,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1375.23592588
945,817.453292579196,Walnut Creek Greenway Connector,Walnut Creek Greenway Connector,Town of Cary,,EXISTING,,ASPHALT,,0.1548207,8,,Convention Dr to Champion Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,817.45329257
947,1857.63535291369,Highcroft Dr Street-Side Trail,Highcroft Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.35182488,10,,GHS Rd to Morrisville Pkwy,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1857.63535293
1037,2603.41296254194,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.49307064,8,,Castalia Dr to Bond Lake Trail,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2603.41296255
1038,504.686213108387,White Oak GW Connector,White Oak GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.09558451,8,,Connects to Davis Drive Schools,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,504.68621311
1039,1409.47155956925,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.26694537,10,,Bond Park Boathouse Bypass,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1409.47155956
1041,1105.69159718117,Kit Creek Rd Street-Side Trail,Kit Creek Rd Street-Side Trail,Town of Cary,,EXISTING,,ASPHALT,,0.20941129,10,,GLC Rd to NC 55 Hwy,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1105.69159719
1049,757.562077643742,Panther Creek Greenway,Panther Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.14347767,0,,Cameron Pond Sub to Highcroft Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,757.56207764
1052,908.309967813703,Highcroft Dr Street-Side Trail,Highcroft Dr Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.1720284,10,,Morrisville Pkwy to GHS GW,,2017-10-23T00:00:00.000Z,,,,ACCESSIBLE,,,YES,,YES, ,,, ,908.30996782
1054,3187.94810097415,Stone Creek Greenway,Stone Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.60377805,10,,Davis Drive to Carpenter Upchurch Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,3187.94810098
1058,486.709954969623,Green Level Church Rd Street-Side Trail,Green Level Church Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.09217992,10,,White Oak Creek GW along Town Property,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,486.70995497
1061,367.944604375609,Crescent Green Greenway,Crescent Green Greenway,Town of Cary,,EXISTING,,CONCRETE,,0.06968648,6,,Existing Through Town Property,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,367.94460438
1062,923.416111476049,Higgins Greenway,Higgins Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.17488942,10,,SW Maynard to Union St,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,923.41611147
1063,4132.61839917638,Batchelor Branch Greenway,Batchelor Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.78269288,10,,The Reserve Segment,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,4132.61839918
1064,1179.7408142138,GLC Rd Street-Side Trail (East),GLC Rd Street-Side Trail (East),Town of Cary,,EXISTING,,CONCRETE,,0.22343576,10,,Village at the Park - west side,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1179.74081421
1065,1043.50239927095,Braebrook Way Street-Side Trail,Braebrook Way Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.19763303,8,,Kit Creek Trail to Carpenter Town Ln,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1043.50239925
1066,470.639602681352,High House Rd Street-Side Trail,High House Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.08913629,10,,W Chatham St to Matheson Pl,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,470.63960268
1067,1332.1389830455,High House Rd Street-Side Trail,High House Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.25229905,6,,Davis Dr to Bradford full svc in,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1332.13898304
1068,594.970336253861,Sowter Drive Street-Side Trail,Sowter Drive Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.11268378,10,,Legacy at Carpenter Village frontage on Sowter Dr.,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,594.97033626
1069,2027.98160772758,Evans Rd Street-Side Trail,Evans Rd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.38408743,8,,Evans Rd to Allen Lewis Drive,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2027.98160774
1070,1390.77392097691,Weldon Ridge Blvd Street-Side Trail,Weldon Ridge Blvd Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.26340415,10,,Ollivander Dr to Ivyshaw Rd,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1390.77392098
1071,198.582433984042,Amberly Lake Loop GW Connector,Amberly Lake Loop GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.03761031,6,,Connects to Brookhill Way,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,198.58243398
1072,2075.04373292223,Morris Branch Greenway,Morris Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.39300071,10,,Amberly Lake (Dell Web Ave),,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2075.04373292
1073,2930.15166470248,Morris Branch Greenway,Morris Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.55495297,10,,Amberly Lake (GLC Rd),,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,2930.15166472
1074,214.007793015804,Northwoods GW Connector,Northwoods GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.04053178,5,,Connects to Arden Crest Court,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,214.00779303
1075,77.7216098847738,Annie Jones GW Connector,Annie Jones GW Connector,Town of Cary,,EXISTING,,AGGREGATE,,0.01472,6,,Connects to Charter Ct,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,77.72160989
1076,272.469547844038,Amberly Lake Loop Greenway,Amberly Lake Loop Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.05160408,10,,Morris Branch GW to Amberly Lake GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,272.46954784
1077,536.128396888125,Carpenter Elementary GW Connector,Carpenter Elementary GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.10153947,8,,Connects to Carpenter Elementary,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,536.1283969
1078,465.418843398135,Old Weatherstone Way Street-Side Trail,Old Weatherstone Way Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.08814751,8,,Glenkirk Greenway to Crigan Bluff Dr,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,465.41884339
1079,1174.40874121572,Black Creek Greenway,Black Creek Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.2224259,10,,Chapel Hill Rd to Northwoods GW,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1174.40874122
997,321.25962350669,Churchview St Street-Side Trail,Churchview St Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.06084463,10,,Westhigh St to Bishops Gate Greenway,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,321.2596235
999,1677.91163338484,NC 55 Street-Side Trail (West),NC 55 Street-Side Trail (West),Town of Cary,,EXISTING,,ASPHALT,,0.31778629,8,,West Side of 55 Village at the Park,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,1677.9116334
1001,1770.51435794855,Nancy Branch Greenway,Nancy Branch Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.33532469,10,,I-540 to Highcroft SS Trail,,2017-07-09T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,1770.51435794
1004,968.897521612807,Highcroft Village Greenway,Highcroft Village Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.18350332,10,,Green Hope School GW to SE Highcroft Village PDD,,2017-08-27T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,968.8975216
1008,886.296659385932,Morrisville Pkwy Street-Side Trail,Morrisville Pkwy Street-Side Trail,Town of Cary,,EXISTING,,CONCRETE,,0.16785922,10,,North side (Olde Carpenter Townhomes frontage),,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,886.29665938
1010,2132.65070820522,Montvale Greenway,Montvale Greenway,Town of Cary,,EXISTING,,ASPHALT,,0.40391112,10,,From ATT through Montvale Sub,,2018-07-31T00:00:00.000Z,,,,NOT EVALUATED,,,YES,,YES, ,,, ,2132.65070822
1012,96.1992659432322,Bishops Gate GW Connector,Bishops Gate GW Connector,Town of Cary,,EXISTING,,ASPHALT,,0.01821956,9,,Connects to Westhigh Street,,,,,,NOT EVALUATED,,,YES,,YES,NO,,, ,96.19926594
